report_date,context,branch,division,group,description,barcode,qty,total_amount
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"BROWNIES , (R)",,644.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"CARAMEL SAUCE , (R)",,485.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"CHERRY JAM, (P)",,2.0,60918.92
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,CRISPY CREPE . (R),,20.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"CRUSHED LOTUS , (R)",,116.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"CRUSHED OREO, (R)",,33.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"DARK CHOCOLATE CHIPS, (P)",,22.0,670108.08
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"DARK CHOCOLATE SAUCE , (R)",,8.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,FRUIT LOOPS . (R),,5.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"GRANOLA BERRIES, (P)",,16.0,487351.33
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,GUMMY BEARS . (R),,32.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"LOTUS SAUCE , (R)",,17.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"MARSHMALLOWS , (R)",,37.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,NO TOPPINGS.,,104.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,NUTELLA SAUCE . (R),,982.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"PASSION FRUITS SAUCE ,(P)",,2.0,60918.92
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"PEANUT BUTTER CUP , (P)",,11.0,335054.04
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,PISTACHIO SAUCE . (P),,60.0,1827567.5
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,PISTACHIO TOPPING,,146.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"RASPBERRIES, (P)",,37.0,1126999.96
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"RASPBERRY JAM , (P)",,2.0,60918.92
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,SALTED CARAMEL SAUCE . (R),,4.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"SALTED PRETZELS , (R)",,3.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"SPRINKLES , (R)",,30.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"STRAWBERRY , (R)",,1013.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,SWITCH TO ICE CREAM,,89.0,31823513.09
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"WHIPPED CREAM ,",,65.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,WHIPPED CREAM . (P),,2.0,60918.92
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"WHITE CHOCOLATE SAUCE , (R)",,20.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,BLUEBERRIES .(P),,5.0,152297.29
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"BROWNIES,(R)",,220.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"CARAMEL SAUCE ,(R)",,134.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,CHERRY JAM .(P),,0.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"CRISPY CREPE ,(R)",,1.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"CRUSHED LOTUS,(R)",,40.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"CRUSHED OREO ,(R)",,4.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,DARK CHOCOLATE CHIPS .(P),,2.0,60918.92
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,DARK CHOCOLATE SAUCE .(R),,1.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"GUMMY BEARS,(R)",,3.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,LOTUS SAUCE .(R),,3.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,MARSHMALLOWS .(R),,3.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"NO TOPPINGS ,",,11.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"NUTELLA SAUCE ,(R)",,321.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"PISTACHIO SAUCE,(P)",,2.0,60918.92
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,PISTACHIO TOPPING.,,60.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,RASPBERRIES .(P),,3.0,91378.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"SALTED PRETZELS,(R)",,1.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"SPRINKLES,(R)",,4.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,STRAWBERRY .(R),,283.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"WHIPPED CREAM ,(P)",,1.0,30459.46
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,WHIPPED CREAM .,,30.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,"WHITE CHOCOLATE SAUCE ,(R)",,2.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE MINI TOP,FREE MINI TOP,switch to ice cream.,,24.0,8581621.51
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Frappes,Frappes,CARAMEL FRAPPE,,16.0,8581621.51
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Frappes,Frappes,CARAMEL MOCHA FRAPPE,,10.0,5363513.44
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Frappes,Frappes,ESPRESSO FRAPPE,,4.0,1790486.46
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Frappes,Frappes,HAZELNUT MOCHA FRAPPE,,1.0,536351.34
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Frappes,Frappes,MATCHA FRAPPE,,4.0,2505621.64
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Frappes,Frappes,MOCHA FRAPPE,,12.0,6436216.13
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Frappes,Frappes,SALTED CARAMEL FRAPPE,,3.0,1609054.03
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Frappes,Frappes,TOFFEE NUT FRAPPE,,1.0,536351.34
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Frappes,Frappes,WHITE MOCHA FRAPPE,,8.0,4290810.75
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Free Chimney Cake Spreads,Free Chimney Cake Spreads,LOTUS SPREAD CHIMNEY.,,28.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NO SPREAD,,29.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NUTELLA SPREAD CHIMNEY.,,1250.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Free Chimney Cake Spreads,Free Chimney Cake Spreads,PISTACHIO SPREAD CHIMNEY.,,4.0,238378.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Free Chimney Cake Spreads,Free Chimney Cake Spreads,WHITE CHOCOLATE SPREAD CHIMNEY.,,156.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Free Conut Spreads,Free Conut Spreads,LOTUS SPREAD CONUT.,,15.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Free Conut Spreads,Free Conut Spreads,NO SPREAD.,,23.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Free Conut Spreads,Free Conut Spreads,NUTELLA SPREAD CONUT.,,1129.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Free Conut Spreads,Free Conut Spreads,PISTACHIO SPREAD CONUT.,,3.0,91378.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Free Conut Spreads,Free Conut Spreads,WHITE CHOCOLATE SPREAD CONUT.,,264.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot and Cold Drinks,Hot and Cold Drinks,HOT MILK,,5.0,893918.91
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot and Cold Drinks,Hot and Cold Drinks,ICED CHOCOLATE,,2.0,895243.23
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot and Cold Drinks,Hot and Cold Drinks,VIA SPARKLING WATER,,12.0,2145405.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot and Cold Drinks,Hot and Cold Drinks,WATER,,1393.0,110687022.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot and Cold Drinks,TEA FLAVORS,EARL GREY,,4.0,1191891.89
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot and Cold Drinks,TEA FLAVORS,ENGLISH BREAKFAST,,4.0,1191891.88
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot and Cold Drinks,TEA FLAVORS,GREEN TEA,,9.0,2681756.72
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot and Cold Drinks,TEA FLAVORS,PEACH ICED TEA,,4.0,1668648.63
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot and Cold Drinks,TEA FLAVORS,PEPPERMINT TEA,,9.0,2681756.72
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot and Cold Drinks,TEA FLAVORS,RASPBERRY ICED TEA,,3.0,1251486.47
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,CHIMNEY CAKE OPTIONS,PRESSED,,123.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,CHIMNEY CAKE OPTIONS,REGULAR,,39.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Free Dressing,[CARAMEL DRESSING],,12.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Free Dressing,[CHOCOLATE DRESSING],,8.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Free Dressing,[NO DRESSING],,131.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Free Dressing,[SALTED CARAMEL DRESSING],,2.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Free Dressing,[STRAWBERRY DRESSING],,2.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Free Whipped Cream,NO WHIPPED CREAM,,123.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Free Whipped Cream,WHIPPED CREAM...,,41.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,AMERICAN COFFEE,,62.0,22169188.89
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,CAFE MOCHA,,6.0,3043297.34
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,CAFFE AMERICANO,,102.0,31518918.45
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,CAFFE LATTE,,60.0,25029729.4
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,CAPPUCCINO,,60.0,25029729.4
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,CARAMEL MACHIATO,,26.0,13945134.95
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,DOUBLE ESPRESSO,,72.0,23647134.77
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,ESPRESSO MACCHIATO,,2.0,656864.85
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,FLAT WHITE,,12.0,4656324.25
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,HOT CHOCOLATE COMBO,,58.0,38405405.37
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,SINGLE ESPRESSO,,214.0,51012972.29
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,WHITE MOCHA,,12.0,6086594.68
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON THE SIDE,,114.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON TOP,,271.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,BOSTON CHEESECAKE CHIMNEY,,14.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,BOSTON CHEESECAKE CONUT,,19.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,BOSTON CHEESECAKE MINI,,39.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CHIMNEY BERRY MIX,,91.0,113885270.09
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CHIMNEY BOSTON CHEESECAKE,,76.0,99642161.95
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CHIMNEY COMBO.,,14.0,55065405.49
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CHIMNEY PISTACHIO,,140.0,200237837.23
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CHIMNEY THE ONE,,835.0,1044991214.56
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CHIMNEY THE ORIGINAL,,216.0,257448648.39
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CHIMNEY TRIPLE CHOCOLATE,,167.0,218950540.08
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CHOCOLATE CHIPS RINGS,,4.0,1907027.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CINNAMON SUGAR RINGS,,14.0,5840270.19
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CLASSIC CHIMNEY,,162.0,96543244.34
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CONUT BERRY MIX,,160.0,143027027.47
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CONUT BITES,,38.0,24910540.77
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CONUT BOSTON CHEESECAKE,,95.0,87815946.11
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CONUT COMBO,,19.0,52085675.54
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CONUT PISTACHIO,,165.0,167162838.03
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CONUT THE ONE,,641.0,573002028.81
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CONUT THE ORIGINAL,,364.0,314781298.21
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,CONUT TRIPLE CHOCOLATE,,271.0,250506541.01
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,ICE CREAM BOWL,,225.0,134087839.36
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,MINI BERRY MIX,,60.0,30432973.41
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,MINI BOSTON CHEESECAKE,,45.0,24135810.49
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,MINI PISTACHIO,,61.0,38210730.08
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,MINI THE ONE,,180.0,91298920.22
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,MINI THE ORIGINAL,,131.0,62455134.3
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,MINI TRIPLE CHOCOLATE,,103.0,55244188.45
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,PISTACHIO CHIMNEY,,14.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,PISTACHIO CONUT,,19.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,PISTACHIO MINI,,39.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,THE ONE CHIMNEY,,14.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,THE ONE CONUT,,19.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,THE ONE MINI,,39.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,THE SHARING BOX.,,39.0,65077297.58
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,TIRAMISU CHIMNEY,,136.0,178307026.65
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,TIRAMISU CONUT,,131.0,124910270.53
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,TIRAMISU MINI CONUT,,67.0,39928378.8
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,TRIPLE CHOCOLATE CHIMNEY,,14.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,TRIPLE CHOCOLATE CONUT,,19.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,ITEMS,ITEMS,TRIPLE CHOCOLATE MINI,,39.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MARSHMALLOW OPTIONS,MARSHMALLOW OPTIONS,NO MARSHMALLLOWS,,53.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MARSHMALLOW OPTIONS,MARSHMALLOW OPTIONS,TOASTED MARSHMALLOWS,,18.0,2145405.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MILK OPTIONS,MILK OPTIONS,FULL FAT MILK,,355.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MILK OPTIONS,MILK OPTIONS,LACTOSE FREE MILK.,,32.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MILK OPTIONS,MILK OPTIONS,SKIMMED MILK.,,39.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BLUEBERRIES (P),,23.0,2741351.31
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BROWNIES (R),,3.0,270162.16
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CHERRY JAM (P),,2.0,238378.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRISPY CREPE (R),,2.0,180108.1
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED LOTUS (R),,5.0,450270.26
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED OREO (R),,6.0,540324.31
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,DARK CHOCOLATE CHIPS (P),,8.0,953513.5
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,DARK CHOCOLATE SAUCE (R),,2.0,180108.1
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,FRUIT LOOPS (R),,3.0,270162.16
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,GRANOLA BERRIES (P),,2.0,238378.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,GUMMY BEARS (R),,10.0,900540.52
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,LOTUS SAUCE (R),,4.0,360216.21
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,MARSHMALLOWS (R),,15.0,1350810.78
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,NUTELLA SAUCE (R),,9.0,810486.47
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PEANUT BUTTER CUPS (P),,5.0,595945.94
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PISTACHIO SAUCE (P),,3.0,357567.56
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,RASPBERRIES (P),,17.0,2026216.19
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,RASPBERRY JAM (P),,1.0,119189.19
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SPRINKLES (R),,11.0,990594.57
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,STRAWBERRIES (R),,33.0,2971783.72
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,WHIPPED CREAM (P),,4.0,476756.75
30-Jan-26,Years:2025 Months:0,Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,"WHITE CHOCOLATE SAUCE, (R)",,11.0,990594.57
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Shakes,Shakes,DOUBLE CHOCOLATE MILKSHAKE,,11.0,8522027.08
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Shakes,Shakes,FRUIT LOOPS MILKSHAKE,,1.0,774729.73
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Shakes,Shakes,GRANOLA BERRIES MILKSHAKE,,1.0,774729.73
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Shakes,Shakes,MATCHA MILKSHAKE,,1.0,893918.92
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Shakes,Shakes,OREO MILKSHAKE,,28.0,20023783.93
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Shakes,Shakes,PEANUT BUTTER MILKSHAKE,,1.0,774729.73
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Shakes,Shakes,PISTACHIO MILKSHAKE,,3.0,2681756.77
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Shakes,Shakes,SALTED CARAMEL MILKSHAKE,,6.0,4648378.4
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Shakes,Shakes,STRAWBERRY MILKSHAKE,,19.0,13587567.67
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Shakes,Shakes,TOFFEE NUT MILKSHAKE,,2.0,1549459.47
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Shakes,Shakes,VANILLA MILKSHAKE,,32.0,17163243.01
30-Jan-26,Years:2025 Months:0,Main Street Coffee,coffee type,coffee type,DECAF,,16.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,coffee type,coffee type,REGULAR.,,663.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,free dip,free dip,CARAMEL DIP.(R),,4.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,free dip,free dip,DARK CHOCOLATE DIP.(R),,2.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,free dip,free dip,LOTUS DIP.(R),,3.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,free dip,free dip,NO DIP,,4.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,free dip,free dip,NUTELLA DIP.(R),,39.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,free dip,free dip,PISTACHIO DIP.(P),,1.0,119189.19
